product_name,product_description,count_of_ratings,product_price,regular_price,product_url,effect,ingredients,rating,capacity,regular_unit_price_100ml,promotion_unit_price_100ml,brand,discount,lemmatized_ingredients
Ava Rozszerzone Naczynka,"krem do twarzy SPF15, 50 ml",7,39.99,39.99,/ava-krem-do-twarzy-spf15-50-ml-000000000000407789.html,ochrona UV,"Aqua, Glycerin, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Octocrylene, Butylene Glycol, Vitis Vinifera Seed Oil, Cetearyl Olivate, Cetearyl Alcohol, Prunus Amygdalus Dulcis Oil, Sorbitan Olivate, Glyceryl Stearate, Hydrogenated Ethylhexyl Olivate, Zea Mays Starch, Olus Oil, Panthenol, Glycine Soja Oil, Coco-Caprylate/Caprate, Glucosyl Hesperidin, Sambucus Nigra Flower Extract, Escin, Enantia Chlorantha Bark Extract, Ruscus Aculeatus Root Extract, Aesculus Hippocastanum Bark Extract, Aesculus Hippocastanum Flower Extract, Cupressus Sempervirens Seed Extract, Tilia Cordata Flower Extract, Ammonium Glycyrrhizate, Centella Asiatica Leaf Extract, Hydrolyzed Yeast Protein, Calendula Officinalis Flower Extract, Beta-Sitosterol, Hydrogenated Olive Oil Unsaponifiables, Isohexadecane, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Disodium EDTA, Polysorbate 60, Tocopherol, Sorbitan Isostearate, Squalene, Sodium Citrate, Sodium Hydroxide, BHT, Oleanolic Acid, Parfum.",4.6,50.0,79.98,79.98,Ava,0.0,"water, glycerin, butyl methoxydibenzoylmethane, ethylhexyl methoxycinnamate, octocrylene, butylene glycol, vitis vinifera seed oil, cetearyl olivate, cetearyl alcohol, prunus amygdalus dulcis oil, sorbitan olivate, glyceryl stearate, hydrogenate ethylhexyl olivate, zea mays starch, olus oil, panthenol, glycine soja oil, coco - caprylate,caprate, glucosyl hesperidin, sambucus nigra flower extract, escin, enantia chlorantha bark extract, ruscus aculeatus root extract, aesculus hippocastanum bark extract, aesculus hippocastanum flower extract, cupressus sempervirens seed extract, tilia cordata flower extract, ammonium glycyrrhizate, centella asiatica leaf extract, hydrolyzed yeast protein, calendula officinalis flower extract, beta - sitosterol, hydrogenate olive oil unsaponifiable, isohexadecane, phenoxyethanol, hydroxyethyl acrylate,sodium acryloyldimethyl taurate copolymer, ethylhexylglycerin, disodium edta, polysorbate 60, tocopherol, sorbitan isostearate, squalene, sodium citrate, sodium hydroxide, bht, oleanolic acid, parfum."
Revuele Age Revive,"krem-koncentrat do twarzy na noc, 50 ml",7,12.99,12.99,/revuele-krem-koncentrat-do-twarzy-na-noc-50ml-000000000000351477.html,Przeciwzmarszczkowe,"Water / Aqua, Glyceryl Stearate, Shea Butter / Butyrospermum Parkii Butter, Mineral Oil / Paraffinum Liquidum, Cetearyl Alcohol, Glycerin,
Caprylic/Capric Triglyceride, Ceteareth-20,
Ceteareth-12, Cetyl Palmitate, Polydimetylsiloxane / Dimethicone, Alpine Rose Leaf Cell Culture Extract / Rhododendron Ferrugineum Leaf Cell Culture Extract (and) Isomalt (and) Lecithin
(and) Sodium Benzoate (and) Lactic
Acid, Phenoxyethanol, Fragrance / Parfum,
Acrylates/C10-30 Alkyl Acrylate
Crosspolymer, Triethanolamine,
Coenzyme Q10 / Ubiquinone, Allantoin, Butylated Hydroxytoluene / BHT.",4.8,50.0,25.98,25.98,Revuele,0.0,"water,water, glyceryl stearate, shea butter,butyrospermum parkii butter, mineral oil,paraffinum liquidum, cetearyl alcohol, glycerin, 
 caprylic,capric triglyceride, ceteareth-20, 
 ceteareth-12, cetyl palmitate, polydimetylsiloxane,dimethicone, alpine rose leaf cell culture extract,rhododendron ferrugineum leaf cell culture extract (and) isomalt (and) lecithin 
 (and) sodium benzoate (and) lactic 
 acid, phenoxyethanol, fragrance,parfum, 
 acrylates,c10 - 30 alkyl acrylate 
 crosspolymer, triethanolamine, 
 coenzyme q10,ubiquinone, allantoin, butylated hydroxytoluene,bht."
Bioderma Sensibio DS+,"krem przeciw podrażnieniom, zmiękczający i wygładzający naskórek, 40 ml",5,87.99,87.99,/bioderma-krem-przeciw-podraznieniom-zmiekczajacy-wygladzajacy-naskorek-40ml-000000000000225298.html,Nawilżające,"AQUA/WATER/EAU, COCOS NUCIFERA (COCONUT) OIL, PROPYLENE GLYCOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMETHICONE, GLYCYRRHETINIC ACID, SORBITAN SESQUIOLEATE, PIROCTONE OLAMINE, GLYCERYL UNDECYLENATE, CLIMBAZOLE, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, LAMINARIA OCHROLEUCA EXTRACT, CETYL ALCOHOL, CARBOMER, SCLEROTIUM GUM, SODIUM HYDROXIDE, PHENOXYETHANOL. [BI 488V2]",4.8,40.0,219.98,219.98,Bioderma,0.0,"water,water,eau, coco nucifera (coconut) oil, propylene glycol, caprylic,capric triglyceride, dimethicone, glycyrrhetinic acid, sorbitan sesquioleate, piroctone olamine, glyceryl undecylenate, climbazole, mannitol, xylitol, rhamnose, fructooligosaccharides, laminaria ochroleuca extract, cetyl alcohol, carbomer, sclerotium gum, sodium hydroxide, phenoxyethanol., bi 488v2 ]"
L'Oréal Paris Hyaluron Specialist,"krem maska do twarzy na noc, 50 ml",19,25.29,38.99,/loreal-paris-krem-maska-do-twarzy-na-noc-50-ml-000000000000368104.html,"Nawilżające,
Przeciwstarzeniowe,
Ujędrniające",909035 7 - INGREDIENTS: AQUA / WATER • GLYCERIN • ISOHEXADECANE • DIMETHICONE • ISOPROPYL ISOSTEARATE • ALUMINUM STARCH OCTENYLSUCCINATE • PROPYLENE GLYCOL • NYLON-12 • OCTYLDODECANOL • CETYL ALCOHOL • BEHENYL ALCOHOL • ADENOSINE • CAPRYLOYL SALICYLIC ACID • DISODIUM EDTA • SODIUM HYALURONATE • TRIETHANOLAMINE • CAPRYLYL GLYCOL • CETEARYL ALCOHOL • CETEARYL GLUCOSIDE • DISODIUM STEAROYL GLUTAMATE • MYRISTIC ACID • PALMITIC ACID • PEG-100 STEARATE • POLYETHYLENE • SODIUM POLYACRYLATE • STEARIC ACID • XANTHAN GUM • ALPHA-ISOMETHYL IONONE • BENZYL ALCOHOL • CITRAL • CITRONELLOL • GERANIOL • LIMONENE • LINALOOL • PHENOXYETHANOL • PARFUM / FRAGRANCE (F.I.L. B231305/1).,4.6,50.0,77.98,50.58,L'Oréal Paris,35.13721467042832,"909035 7 - ingredient: water,water,glycerin,isohexadecane,dimethicone,isopropyl isostearate,aluminum starch octenylsuccinate,propylene glycol,nylon-12,octyldodecanol,cetyl alcohol,behenyl alcohol,adenosine,capryloyl salicylic acid,disodium edta,sodium hyaluronate,triethanolamine,caprylyl glycol,cetearyl alcohol,cetearyl glucoside,disodium stearoyl glutamate,myristic acid,palmitic acid,peg-100 stearate,polyethylene,sodium polyacrylate,stearic acid,xanthan gum,alpha - isomethyl ionone,benzyl alcohol,citral,citronellol,geraniol,limonene,linalool,phenoxyethanol,parfum,fragrance (f.i.l.b231305/1)."
Ava Aktywator Młodości,"przeciwzmarszczkowy krem do twarzy, 50 ml",9,35.99,35.99,/ava-przeciwzmarszczkowy-krem-do-twarzy-50-ml-000000000000401338.html,przeciwzmarszczkowy,"Aqua, Glycerin, Glycine Soja Oil, Cocos Nucifera Oil, Glyceryl Stearate, Cetearyl Alcohol, Hydrogenated Vegetable Oil, Gossypium Herbaceum Seed Oil, Olea Europaea Fruit Oil, Hydrogenated Ethylhexyl Olivate, Ceteareth-20, Sodium Ascorbyl Phosphate, Aloe Barbadensis Leaf Extract, Althaea Officinalis Root Extract, Retinyl Palmitate, Malpighia Glabra Fruit Extract, Cetyl Alcohol, Polymethyl Methacrylate, Ceteareth-12, Cetyl Palmitate, Citric Acid, Zea Mays Starch, Tricaprylin, Hydrogenated Olive Oil Unsaponifiables, Sodium Phytate, Tocopherol, Phenoxyethanol, Ethylhexylglycerin, BHT, Sodium Benzoate, Potassium Sorbate, Parfum",4.8,50.0,71.98,71.98,Ava,0.0,"water, glycerin, glycine soja oil, cocos nucifera oil, glyceryl stearate, cetearyl alcohol, hydrogenated vegetable oil, gossypium herbaceum seed oil, olea europaea fruit oil, hydrogenate ethylhexyl olivate, ceteareth-20, sodium ascorbyl phosphate, aloe barbadensis leaf extract, althaea officinalis root extract, retinyl palmitate, malpighia glabra fruit extract, cetyl alcohol, polymethyl methacrylate, ceteareth-12, cetyl palmitate, citric acid, zea mays starch, tricaprylin, hydrogenate olive oil unsaponifiable, sodium phytate, tocopherol, phenoxyethanol, ethylhexylglycerin, bht, sodium benzoate, potassium sorbate, parfum"
Pureheals Propolis 80,"nawilżająco-łagodzący krem do twarzy z propolisem 80%, 50 ml",115,99.99,99.99,/pureheals-lagodzacy-krem-do-twarzy-z-propolisem-80-50ml-000000000000310313.html,nawilżający,"PROPOLIS EXTRACT, GLYCERIN, ALOE BARBADENSIS LEAF EXTRACT, BUTYLENE GLYCOL, NIACINAMIDE, ISOPROPYL MYRISTATE, MACADAMIA TERNIFOLIA SEED OIL, ARGANIA SPINOSA KERNEL OIL, OLEA EUROPAEA FRUIT OIL, POLYSORBATE 60, AQUA, CERA ALBA, SODIUM POLYACRYLATE, BENZYL ALCOHOL, 1,2-HEXANEDIOL, AMMONIUM ACRYLOYL DIMETHYLTAURATE/CARBOXYETHYL ACRYLATE CROSSPOLYMER, CAPRYLYL GLYCOL, POLYACRYLAMIDE, ILLICIUM VERUM FRUIT EXTRACT, ADENOSINE, DEHYDROACETIC ACID, ISOPROPYL PALMITATE, DISODIUM EDTA, C13-14 ISOPARAFFIN, LAURETH-7, CARTHAMUS TINCTORIUS SEED OIL, LIMNANTHES ALBA SEED OIL, D-LIMONENE, GLYCYRRHIZA GLABRA ROOT EXTRACT, T-BUTYL ALCOHOL, CITRUS AURANTIUM DULCIS OIL, CITRUS LIMON FRUIT OIL, LAVANDULA ANGUSTIFOLIA OIL, HONEY EXTRACT, PELARGONIUM GRAVEOLENS FLOWER OIL, LECITHIN, CYMBOPOGON SCHOENANTHUS OIL, MELALEUCA ALTERNIFOLIA LEAF OIL, VETIVERIA ZIZANOIDES ROOT OIL, CARAMEL, LINALOOL, ELETTARIA CARDAMOMUM SEED OIL, EUGENIA CARYOPHYLLUS LEAF OIL, MENTHA ARVENSIS LEAF OIL, THYMUS VULGARIS FLOWER/LEAF OIL, CITRAL, CITRONELLOL, EUGENOL, ROSE FLOWER OIL, TAGETES MINUTA FLOWER OIL, GERANIOL, PHENOXYETHANOL, CERAMIDE NP, METHYLPARABEN, TOCOPHERYL ACETATE, PEG-40 HYDROGENATED CASTOR OIL, PPG-26-BUTETH-26, ETHYLPARABEN, TRIETHANOLAMINE, COPPER TRIPEPTIDE-1, CITRIC ACID, ACETYL HEXAPEPTIDE-8, PALMITOYL PENTAPEPTIDE-4, FARNESOL, ISOEUGENOL",4.5,50.0,199.98,199.98,Pureheals,0.0,"propolis extract, glycerin, aloe barbadensis leaf extract, butylene glycol, niacinamide, isopropyl myristate, macadamia ternifolia seed oil, argania spinosa kernel oil, oleum europaea fruit oil, polysorbate 60, water, cera alba, sodium polyacrylate, benzyl alcohol, 1,2 - hexanediol, ammonium acryloyl dimethyltaurate,carboxyethyl acrylate crosspolymer, caprylyl glycol, polyacrylamide, illicium verum fruit extract, adenosine, dehydroacetic acid, isopropyl palmitate, disodium edta, c13 - 14 isoparaffin, laureth-7, carthamus tinctoriu seed oil, limnanthes alba seed oil, d - limonene, glycyrrhiza glabra root extract, t - butyl alcohol, citrus aurantium dulcis oil, citrus limon fruit oil, lavandula angustifolia oil, honey extract, pelargonium graveolens flower oil, lecithin, cymbopogon schoenanthus oil, melaleuca alternifolia leaf oil, vetiveria zizanoides root oil, caramel, linalool, elettaria cardamomum seed oil, eugenia caryophyllus leaf oil, mentha arvensis leaf oil, thymus vulgaris flower,leaf oil, citral, citronellol, eugenol, rose flower oil, tagete minuta flower oil, geraniol, phenoxyethanol, ceramide np, methylparaben, tocopheryl acetate, peg-40 hydrogenated castor oil, ppg-26 - buteth-26, ethylparaben, triethanolamine, copper tripeptide-1, citric acid, acetyl hexapeptide-8, palmitoyl pentapeptide-4, farnesol, isoeugenol"
La Roche-Posay Nutritic Intense,"intensywna pielęgnacja odżywczo-regenerująca, 50 ml",6,109.99,109.99,/la-roche-posay-intensywna-pielegnacja-odzywczo-regenerujaca-50ml-000000000000241971.html,odżywczy,"609676 12
AQUA / WATER
PARAFFINUM LIQUIDUM / MINERAL OIL
GLYCERIN
DIMETHICONE
ISOCETYL STEARATE
HYDROGENATED POLYISOBUTENE
BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER
CERA ALBA / BEESWAX
CETYL ALCOHOL
GLYCERYL STEARATE
PEG-100 STEARATE
CERA CARNAUBA / CARNAUBA WAX
CERA MICROCRISTALLINA / MICROCRYSTALLINE WAX
PARAFFIN
SORBITAN TRISTEARATE
DIMETHICONOL
ISOHEXADECANE
SODIUM HYALURONATE
SODIUM HYDROXIDE
ARGININE PCA
SERINE
DISODIUM EDTA
PROPYLENE GLYCOL
HYDROLYZED LINSEED EXTRACT
HYDROXYPROPYL TETRAHYDROPYRANTRIOL
ACETYL DIPEPTIDE-1 CETYL ESTER
XANTHAN GUM
POLYSORBATE 80
ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER
ACRYLATES COPOLYMER
PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE
SODIUM BENZOATE
PHENOXYETHANOL
BENZOIC ACID
PARFUM / FRAGRANCE",5.0,50.0,219.98,219.98,La Roche-Posay,0.0,"609676 12 
 water,water 
 paraffinum liquidum,mineral oil 
 glycerin 
 dimethicone 
 isocetyl stearate 
 hydrogenate polyisobutene 
 butyrospermum parkii butter,shea butter 
 cera alba,beeswax 
 cetyl alcohol 
 glyceryl stearate 
 peg-100 stearate 
 cera carnauba,carnauba wax 
 cera microcristallina,microcrystalline wax 
 paraffin 
 sorbitan tristearate 
 dimethiconol 
 isohexadecane 
 sodium hyaluronate 
 sodium hydroxide 
 arginine pca 
 serine 
 disodium edta 
 propylene glycol 
 hydrolyzed linseed extract 
 hydroxypropyl tetrahydropyrantriol 
 acetyl dipeptide-1 cetyl ester 
 xanthan gum 
 polysorbate 80 
 acrylamide,sodium acryloyldimethyltaurate copolymer 
 acrylate copolymer 
 pentaerythrityl tetra - di - t - butyl hydroxyhydrocinnamate 
 sodium benzoate 
 phenoxyethanol 
 benzoic acid 
 parfum,fragrance"
Dermika Luxury Placenta,"wygładzający krem do twarzy 50+, 50 ml",5,57.39,79.99,/dermika-wygladzajacy-krem-do-twarzy-50-50-ml-000000000000412113.html,Wygładzające,"Aqua,Prunus Amygdalus Dulcis Oil,Decyl Oleate,Polyglyceryl-3 Dicitrate/Stearate,Butyrospermum Parkii Butter,Cetearyl Alcohol,Glyceryl Stearate,Hydrogenated Ethylhexyl Olivate,Pentaerythrityl Distearate,Jojoba Esters,Caprylic/Capric Triglyceride,Helianthus Annuus Seed Wax,Glycine Soja Phytoplacenta Extract,Prunus Amygdalus Dulcis Seed Extract,Glycine Soja Oil,Hydrogenated Olive Oil Unsaponifiables,Acacia Decurrens Flower Wax,Tocopherol,Beta-Sitosterol,Argania Spinosa Callus Culture Extract,Lecithin,Hydrogenated Vegetable Glycerides Citrate,Butylene Glycol,Isomalt,Polyglycerin-3,Dimethicone,Sodium Stearoyl Glutamate,Polyacrylate Crosspolymer-6,Caprylyl Glycol,Ethylhexylglycerin,Citric Acid,Squalene,Phenoxyethanol,Parfum,Hexyl Cinnamal,Benzyl Salicylate,Linalool,Alpha Isomethyl Ionone,Hydroxycitronellal,Limonene,Citronellol,Coumarin,Cl 16255,CI 60730",3.6,50.0,159.98,114.78,Dermika,28.253531691461426,"water, prunus amygdalus dulcis oil, decyl oleate, polyglyceryl-3 dicitrate,stearate, butyrospermum parkii butter, cetearyl alcohol, glyceryl stearate, hydrogenated ethylhexyl olivate, pentaerythrityl distearate, jojoba esters, caprylic,capric triglyceride, helianthus annuus seed wax, glycine soja phytoplacenta extract, prunus amygdalus dulcis seed extract, glycine soja oil, hydrogenated olive oil unsaponifiables, acacia decurrens flower wax, tocopherol, beta - sitosterol, argania spinosa callus culture extract, lecithin, hydrogenated vegetable glycerides citrate, butylene glycol, isomalt, polyglycerin-3,dimethicone, sodium stearoyl glutamate, polyacrylate crosspolymer-6,caprylyl glycol, ethylhexylglycerin, citric acid, squalene, phenoxyethanol, parfum, hexyl cinnamal, benzyl salicylate, linalool, alpha isomethyl ionone, hydroxycitronellal, limonene, citronellol, coumarin, cl 16255,ci 60730"
Tołpa Authentic,"rozświetlający krem do twarzy, 40 ml",7,43.99,43.99,/tolpa-rozswietlajacy-krem-do-twarzy-40-ml-000000000000387101.html,"Nawilżające,
Rozświetlające,
Uelastyczniające","Aqua, Coco-Caprylate, Hydroxypropyl Starch Phosphate, Cetearyl Alcohol, Peat Extract, Cetearyl Olivate, Sorbitan Olivate, Phytic Acid, Sodium Hydroxide, Tocopherol, Methylpropanediol, Caprylyl Glycol, Benzoic Acid.",3.7,40.0,109.98,109.98,Tołpa,0.0,"water, coco - caprylate, hydroxypropyl starch phosphate, cetearyl alcohol, peat extract, cetearyl olivate, sorbitan olivate, phytic acid, sodium hydroxide, tocopherol, methylpropanediol, caprylyl glycol, benzoic acid."
Nacomi Dermo,"nawilżający krem do twarzy, 50 ml",37,21.59,35.99,/nacomi-nawilzajacy-krem-do-twarzy-50-ml-000000000000424298.html,nawilżający,"INCI: Aqua, Propanediol, Cetyl Alcohol, Persea Gratissima Oil, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Glyceryl Stearate, Butyrospermum Parkii Butter, Niacinamide, Prunus Amygdalus Dulcis Oil, Shorea Stenoptera Seed Butter, Tocopheryl Acetate, Sorbitol, Stearic Acid, Adansonia Digitata Seed Oil, Serine, Algin, Pullulan, Trehalose, Urea, Allantoin, Olea Europaea Fruit Oil, Ascorbyl Palmitate, Phytosterols, Hyaluronic Acid, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Glycosaminoglycans, Lactic Acid, Glycerin, Ethylhexylglycerin, Raspberry Ketone, Sorbitan Oleate, Benzyl Glycol, Caprylyl Glycol, Disodium Phosphate, Polyglyceryl-3 PCA, Pentylene Glycol, Glyceryl Polyacrylate, Parfum, Potassium Phosphate, Sodium Lauroyl Glutamate, Dehydroacetic Acid, Benzyl Alcohol.",4.0,50.0,71.98,43.18,Nacomi,40.01111419838844,"inci: water, propanediol, cetyl alcohol, persea gratissima oil, caprylic,capric triglyceride, cetearyl alcohol, glyceryl stearate, butyrospermum parkii butter, niacinamide, prunus amygdalus dulcis oil, shorea stenoptera seed butter, tocopheryl acetate, sorbitol, stearic acid, adansonia digitata seed oil, serine, algin, pullulan, trehalose, urea, allantoin, olea europaea fruit oil, ascorbyl palmitate, phytosterol, hyaluronic acid, sodium hyaluronate, hydrolyzed hyaluronic acid, sodium hyaluronate crosspolymer, hydrolyzed glycosaminoglycans, lactic acid, glycerin, ethylhexylglycerin, raspberry ketone, sorbitan oleate, benzyl glycol, caprylyl glycol, disodium phosphate, polyglyceryl-3 pca, pentylene glycol, glyceryl polyacrylate, parfum, potassium phosphate, sodium lauroyl glutamate, dehydroacetic acid, benzyl alcohol."
Bielenda Kuracja Młodości,"regenerujący krem przeciwzmarszczkowy do twarzy na dzień i noc 60+, 50 ml",8,16.79,23.99,/bielenda-60-regenerujacy-krem-przeciwzmarszczkowy-na-dzien-noc-50ml-000000000000322548.html,regenerujący,"Aqua (Water),Squalane,Ethylhexyl Stearate,Sorbitan Stearate,Glycerin,Cetearyl Ethylhexanoate,Cetearyl Alcohol,Glyceryl Stearate,Orbignya Oleifera (Babassu) Seed Oil,Butyrospermum Parkii (Shea) Butter,Macadamia Integrifolia Seed Oil,Tocopheryl Acetate,Sorbitol,Snail Secretion Filtrate,Gold (nano),Palmitoyl Tripeptide-5,Sorbityl Laurate,Disodium EDTA,Xanthan Gum,Dimethicone,Ethylhexylglycerin,Benzyl Alcohol,Phenoxyethanol,Parfum (Fragrance),Limonene,Linalool",4.9,50.0,47.98,33.58,Bielenda,30.012505210504376,"water (water),squalane, ethylhexyl stearate, sorbitan stearate, glycerin, cetearyl ethylhexanoate, cetearyl alcohol, glyceryl stearate, orbignya oleifera (babassu) seed oil, butyrospermum parkii (shea) butter, macadamia integrifolia seed oil, tocopheryl acetate, sorbitol, snail secretion filtrate, gold (nano),palmitoyl tripeptide-5,sorbityl laurate, disodium edta, xanthan gum, dimethicone, ethylhexylglycerin, benzyl alcohol, phenoxyethanol, parfum (fragrance),limonene, linalool"
Orientana Kumkumadi,"bogaty krem do twarzy z szafranem, 30 g",7,24.49,34.99,/orientana-bogaty-krem-do-twarzy-z-szafranem-30-g-000000000000361011.html,"Kojące,
Nawilżające,
Odżywcze,
Pielęgnujące,
Regenerujące,
Wygładzające,
Zmiękczające","Aqua, Glyceryl Stearate Se, Butyrospermum Parkii Butter, Withania Somnifera Root Extract, Curcuma Longa Rhizome Extract, Stearic Acid, Aloe Barbadensis Extract, Prunus Amygdalus Dulcis Oil, Sesamum Indicum Seed Oil, Glyceryl Caprylate, Cetyl Alcohol, Beeswax, Isopropyl Myristate, Glycyrrhiza Glabra Root Extract, Crocus Sativus Flower Extract, Theobroma Cacao Butter, Garcinia Indica Seed Butter, Rubia Cordifolia Root Extract, Triticum Vulgare Germ Oil, Tocopherol, Simmondsia Chinensis Seed Oil, Santalum Album Oil, Shellac, Vetriveria Zizanoides Extract, Vitis Vinifera Seed Oil, Citric Acid, Sodium Benzoate, Potassium Sorbate.",4.0,30.0,116.63,81.63,Orientana,30.00857387825094,"water, glyceryl stearate se, butyrospermum parkii butter, withania somnifera root extract, curcuma longa rhizome extract, stearic acid, aloe barbadensis extract, prunus amygdalus dulcis oil, sesamum indicum seed oil, glyceryl caprylate, cetyl alcohol, beeswax, isopropyl myristate, glycyrrhiza glabra root extract, crocus sativus flower extract, theobroma cacao butter, garcinia indica seed butter, rubia cordifolia root extract, triticum vulgare germ oil, tocopherol, simmondsia chinensis seed oil, santalum album oil, shellac, vetriveria zizanoides extract, vitis vinifera seed oil, citric acid, sodium benzoate, potassium sorbate."
Bandi Sebo Care,"ochronny krem nawilżający do twarzy SPF20, 50 ml",34,59.99,59.99,/bandi-ochronny-krem-nawilzajacy-spf-20-50ml-000000000000295326.html,nawilżający,"Aqua/Water, Ethylhexyl Methoxycinnamate, Shea Butter Ethyl Esters, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Propylene Glycol, Panthenol, Methyl Methacrylate Crosspolymer, Glyceryl Stearate, Hyaluronic Acid, Saccharomyces Lysate Extract, Tocopheryl Acetate, Lactobacillus Ferment, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 80, Isohexadecane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Disodium EDTA, Sorbitan Oleate, BHT, Parfum/Fragrance, Phenoxyethanol, Ethylhexylglycerin, Alpha-Isomethyl Ionone, Limonene, Hydroxycitronellal",4.3,50.0,119.98,119.98,Bandi,0.0,"water,water, ethylhexyl methoxycinnamate, shea butter ethyl esters, diethylamino hydroxybenzoyl hexyl benzoate, propylene glycol, panthenol, methyl methacrylate crosspolymer, glyceryl stearate, hyaluronic acid, saccharomyce lysate extract, tocopheryl acetate, lactobacillus ferment, sodium acrylate,sodium acryloyldimethyl taurate copolymer, polysorbate 80, isohexadecane, acrylates,c10 - 30 alkyl acrylate crosspolymer, triethanolamine, disodium edta, sorbitan oleate, bht, parfum,fragrance, phenoxyethanol, ethylhexylglycerin, alpha - isomethyl ionone, limonene, hydroxycitronellal"
Ziaja med,"krem do cery naczynkowej na noc, 50 ml",6,19.99,19.99,/ziaja-med-krem-do-cery-naczynkowej-na-noc-50-ml-000000000000249921.html,Wzmacniające naczynka,"Aqua (Water),Caprylic/Capric Triglyceride,Cetearyl Ethylhexanoate,Glycerin,Cetearyl Glucoside,Cetearyl Alcohol,Elaeis Guineensis (Palm) Oil,Hydrogenated Coco-Glycerides,Aluminum Starch Octenylsuccinate,Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract,Canola Oil,Dimethicone,Glyceryl Stearate,Glyceryl Stearate Citrate,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isohexadecane,Polysorbate 80,Troxerutin,Panthenol,Tocopheryl Acetate,Escin,Propylene Glycol,Sodium Polyacrylate,PEG-8,Tocopherol,Ascorbyl Palmitate,Ascorbic Acid,Citric Acid,Methylparaben,Diazolidinyl Urea",5.0,50.0,39.98,39.98,Ziaja,0.0,"water (water),caprylic,capric triglyceride, cetearyl ethylhexanoate, glycerin, cetearyl glucoside, cetearyl alcohol, elaeis guineensis (palm) oil, hydrogenated coco - glycerides, aluminum starch octenylsuccinate, prunus amygdalus dulcis (sweetalmond) seed extract, canola oil, dimethicone, glyceryl stearate, glyceryl stearate citrate, sodium acrylate,sodium acryloyldimethyl taurate copolymer, isohexadecane, polysorbate 80,troxerutin, panthenol, tocopheryl acetate, escin, propylene glycol, sodium polyacrylate, peg-8,tocopherol, ascorbyl palmitate, ascorbic acid, citric acid, methylparaben, diazolidinyl urea"
